clade_name	MH106	MH107	MH108	MH109	MH110	MH111	MH112	MH113	MH114	MH115	MH116	MH117	MH118	MH119	MH120	MH121	MH122	MH123	MH124	MH125	MH126	MH127	MH128	MH129	MH130	MH131	MH132	MH133	SX100	SX101	SX102	SX103	SX104	SX105	SX10	SX12	SX134	SX135	SX136	SX137	SX138	SX139	SX13	SX140	SX141	SX142	SX14	SX15	SX16	SX17	SX18	SX19	SX1	SX20	SX21	SX22	SX23	SX24	SX25	SX26	SX27	SX28	SX29	SX2	SX30	SX31	SX32	SX33	SX34	SX35	SX36	SX37	SX38	SX39	SX3	SX40	SX41	SX42	SX43	SX44	SX45	SX46	SX47	SX48	SX49	SX4	SX50	SX51	SX52	SX53	SX54	SX55	SX56	SX57	SX58	SX59	SX5	SX60	SX61	SX62	SX63	SX64	SX65	SX66	SX67	SX68	SX69	SX6	SX70	SX71	SX73	SX74	SX75	SX76	SX77	SX78	SX79	SX7	SX80	SX81	SX82	SX83	SX84	SX85	SX86	SX87	SX88	SX89	SX8	SX90	SX91	SX92	SX93	SX94	SX95	SX96	SX97	SX98	SX99	SX9
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB4924	0.00354	0.13359	0.01215	0.20002	0.00764	0.00295	0.0	0.0	0.00428	0.05188	0.07491	0.04521	0.11708	0.05931	0.11134	0.0	0.10937	0.01957	0.04265	0.0	0.0257	0.07034	0.02501	0.07749	0.0824	0.06709	0.02438	0.01627	0.00415	0.01399	0.02299	0.02964	0.01207	0.0	0.00123	0.0	0.19408	0.00356	0.00724	0.0	0.0	0.01795	0.0	0.0	0.0	0.08209	0.02093	0.0	0.0	0.18685	0.00318	0.0037	0.07639	0.00838	0.13236	0.08838	0.00408	0.12182	0.0278	0.06022	0.02394	0.00154	0.00562	0.03877	0.08322	0.04874	0.07285	0.01209	0.05391	0.01963	0.23426	0.02712	0.03032	0.02965	0.0	0.10347	0.07727	0.02052	0.0	0.00313	0.00943	0.06881	0.02462	0.00311	0.01682	0.00849	0.0	0.01501	0.10084	0.02432	0.05182	0.00202	0.01367	0.01193	0.0	0.0	0.07984	0.05189	0.03249	0.00136	0.07899	0.0701	0.09691	0.01589	0.00021	0.00528	0.01507	0.02788	0.03237	0.00362	0.1472	0.04086	0.0	0.12723	0.0012	0.00044	0.01571	0.0	0.0	0.0	0.04672	0.00346	0.0	0.0888	0.00268	0.05685	0.0088	0.00442	0.01289	0.0	0.0	0.01101	0.66657	0.01126	0.38751	0.0	0.005	0.00744	0.01511	0.01353
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_bouchesdurhonensis	0.00347	0.00819	0.00697	0.04377	0.02829	0.02075	0.00224	0.00587	0.00767	0.02077	0.01573	0.01078	0.02249	0.0058	0.01014	0.02046	0.01182	0.00153	0.00629	0.0177	0.00975	0.00712	0.00697	0.0	0.00828	0.13965	0.02195	0.01089	0.00826	0.00937	0.0066	0.00344	0.03852	0.0	0.05292	0.01104	0.09454	0.0098	0.00123	0.01596	0.05494	0.01192	0.00334	0.06798	0.05165	0.04766	0.04763	0.0287	0.0046	0.04833	0.04343	0.0	0.00976	0.02751	0.01003	0.00702	0.00344	0.0175	0.0	0.0	0.0093	0.00653	0.01006	0.02513	0.00421	0.0	0.0111	0.02404	0.03061	0.06074	0.0305	0.00718	0.00323	0.01774	0.00334	0.00963	0.02854	0.01793	0.00973	0.0257	0.01108	0.01449	0.008	0.01561	0.02243	0.02578	0.00625	0.04981	0.05784	0.01216	0.03713	0.01994	0.00787	0.07268	0.00128	0.00661	0.03817	0.03411	0.00225	0.01433	0.02122	0.0003	0.01051	0.0493	0.0572	0.01345	0.0	0.0	0.01801	0.02662	0.0	0.03017	0.0182	0.0121	0.05848	0.01219	0.0279	0.02933	0.01487	0.05519	0.01027	0.05672	0.0	0.011	0.0258	0.0	0.01498	0.01749	0.02561	0.0	0.01948	0.01926	0.08785	0.01083	0.02283	0.0219	0.00826	0.0256	0.00341	0.01296
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__GGB13621|s__GGB13621_SGB20968	0.00342	0.03481	0.00098	0.0	0.0	0.0	0.02511	0.00476	0.0	0.0	0.01589	0.00471	0.38489	0.01135	0.01405	0.20254	0.01471	0.02597	0.0	0.0	0.0	0.0	0.03299	0.01205	0.0	0.0434	0.0	0.00233	0.04571	0.0	0.01897	0.01371	0.00384	0.0	0.00126	0.21884	0.0	0.02564	0.01734	0.03926	0.03491	0.01128	0.0	0.0	0.00551	0.16867	0.0	0.0	0.0	0.0	0.00495	0.0	0.01787	0.0	0.04042	0.02263	0.03525	0.1198	0.0	0.0	0.0	0.00283	0.00324	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.00045	0.00501	0.0	0.00451	0.00693	0.0	0.0	0.0	0.01067	0.0	0.0	0.0	0.0	0.0	0.0	0.00423	0.0	0.0	0.0	0.00032	0.0	7e-05	0.00614	0.0	0.0	0.0	0.02483	0.0	0.00072	0.00518	0.0	0.0	0.0	0.0	0.0	0.21238	0.07798	0.0	0.0	0.0	0.0	0.0	0.00665	0.01038	0.0	0.08497	0.00802	0.0	0.16544	0.0	0.01818	8e-05	0.0	0.26543	0.06259	0.19296	0.0	0.21713	0.0	0.0	0.02383	0.1089	0.30395	0.07937	0.08495	0.01304	0.0	0.12006	0.00468	0.0
k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298|f__FGB1298|g__GGB3118|s__GGB3118_SGB4130	0.0034	0.03486	0.01074	0.00934	0.00266	0.06644	0.00302	0.07308	0.02058	0.00061	0.0	0.0484	0.07254	0.0	0.00933	0.00613	0.05047	0.04374	0.0	0.00872	0.01578	0.00203	0.00029	0.0001	0.0	0.0	0.06003	0.02162	0.00368	0.04171	0.01902	0.04914	0.02864	0.0	0.0	0.02626	0.05341	0.0	0.15613	0.00017	0.0	0.03395	0.05406	0.0494	0.0116	0.00012	0.0676	0.0	0.05451	0.05639	0.03639	0.0	0.0786	0.00905	0.11521	0.09926	0.00549	0.0862	0.0	0.0	0.05327	0.02856	0.00617	0.02606	0.01148	0.09903	0.08483	0.02979	0.05779	0.04999	0.03355	0.02294	0.02395	0.07657	0.00127	0.01516	0.05681	0.03599	0.0086	0.18806	0.02111	0.03917	0.0	0.00068	0.01548	0.00294	0.0	0.00438	0.03033	0.0109	0.0	0.0	0.00208	0.02906	0.0	0.001	0.03166	0.101	0.034	0.05163	0.00855	0.02297	0.17655	0.0	0.01286	0.06582	0.0	0.0417	0.05992	0.0	0.05061	0.04163	0.02298	0.17481	0.00503	0.00572	0.0475	0.03015	0.0	0.00074	0.04224	0.0	0.0	0.07281	0.02219	0.0	0.06423	0.0044	0.02989	0.0	0.00371	0.0	0.0	0.06447	0.0	0.00061	0.0048	0.0	0.08083	0.02767
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB12851|s__GGB12851_SGB19976	0.00323	0.00042	0.00171	0.00035	0.0144	0.00658	0.0	0.0169	0.01852	0.0	0.0	0.00972	0.0	0.0	0.00433	0.00509	0.0	0.0	0.0	0.01593	0.00884	0.05493	0.0	0.09086	0.0	0.0	0.00137	0.00055	0.05358	0.01625	0.0	0.0138	0.0	0.0	0.00214	0.03102	0.0	0.03898	0.0	0.0	0.0	0.0	0.0	0.0	0.03056	0.0	0.00877	0.0	0.00882	0.0	0.0	0.0	0.00057	0.02974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00808	0.00197	0.01613	0.0	0.0	0.0	0.0	0.00543	0.03877	0.01289	0.0	0.00427	0.0	0.00812	0.0	0.06716	0.01804	0.01185	0.0	0.00751	0.0	0.16199	0.00194	0.0	0.0391	0.00719	0.09498	0.10519	0.0	0.02355	0.08551	0.0	0.0	0.00305	0.01623	0.00094	0.02375	0.0	0.01045	0.0	0.00529	0.0	0.0	0.00196	0.0	0.04796	0.0132	0.0	0.0	0.00384	0.0	0.02099	0.0	0.0	0.00084	0.00302	0.01651	0.0	0.00985	0.00452	0.03027	0.07042	0.16097	0.14506	0.0	0.0	0.00128	0.0	0.0	0.0396	0.00836	0.36533	0.06845	0.0	0.0	0.0503	0.00227	0.00095	0.0108
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4641|s__GGB4641_SGB6420	0.00323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9677|s__GGB9677_SGB15180	0.00297	0.0	0.0	0.51424	0.03463	0.06018	0.02611	0.12048	0.10149	0.06005	0.0	0.0	0.0	0.16535	0.16437	0.75576	0.0	0.0	0.00385	0.04662	0.01399	0.23043	0.07306	2.00089	0.02543	0.45875	0.05965	0.0	0.1857	0.12935	0.16593	0.05202	0.04859	0.0	0.02877	0.0	0.01417	0.06313	0.0	0.01467	0.0	0.0	0.01471	0.0	0.02771	0.11484	0.00975	0.0	0.00539	0.03889	0.10471	0.15834	0.12614	0.07004	0.0	0.0	0.00355	0.09107	0.0	0.0	0.00094	0.00882	0.0727	0.0646	0.00265	0.01341	0.0	0.01185	0.04293	0.02634	0.04672	0.0	0.0	0.0	0.0	0.09245	0.51022	0.00894	0.07569	0.11666	0.02293	0.00191	0.05203	0.00731	0.01686	0.1621	0.32757	0.03924	0.01318	0.00715	0.37935	0.15582	0.03127	0.03236	0.00295	0.02545	0.2998	0.0	0.00276	0.03612	0.05121	0.55566	0.11503	0.19295	0.12648	0.62583	0.07768	0.03127	0.41176	0.99227	0.00774	0.1671	0.01406	0.04553	0.006	0.12283	0.04113	0.05922	0.01469	0.11652	0.08667	0.9081	0.22771	0.20016	0.01288	0.06331	0.00375	0.02367	0.01175	1.08824	0.01507	2.42393	1.39662	0.16004	0.94263	0.30216	0.22602	0.23275	0.06434	0.02349
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4805	0.00294	0.0	0.0	0.0	0.0	0.0	0.0	0.29377	0.0	0.0	0.0	0.0	0.0	0.0	0.00372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00264	0.0	0.00821	0.00014	0.0	0.03325	0.0	0.00618	0.00033	0.01595	0.0	0.0	0.0	0.0	0.0	0.02369	0.00049	0.0	0.00234	0.00623	0.0	0.0045	0.00429	0.0	0.0	0.0	0.0	0.03403	0.12888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00308	0.0	0.0011	0.00564	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065	0.00303	0.00065	0.0021	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.00247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00421	0.00242	0.0	0.0	0.00032	0.03241	0.02171	0.0	0.001	0.0035	0.01234	0.01257	0.0	0.00146	0.0	0.0	0.01041	0.00758	0.01338	0.01123	0.0	0.00611	0.01422	0.0	0.00976	0.0	0.00292	0.0	0.0033	0.0	0.0056	0.00026	0.05519	0.00329	0.01162	0.00554	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OM04_12BH	0.00227	0.0	0.00073	0.0	0.0384	0.0122	0.0	0.0	0.0202	0.00477	0.0	0.0042	0.003	0.0	0.02551	0.02325	0.00623	0.0	0.0	0.0	0.01081	0.0	0.01155	0.00132	0.0	0.09359	0.04167	0.00263	0.0	0.02142	0.0	0.00874	0.0116	0.0	0.0	0.0	0.0	0.0051	0.00564	0.03689	0.0	0.00245	0.0	0.06318	0.0	0.01012	0.00177	0.0	0.0	0.00196	0.0	1.01235	0.06817	0.00804	0.0	0.00571	0.0	0.02594	0.0	0.01269	0.01894	0.00273	0.0	0.02408	0.00177	0.0	0.01585	0.00598	0.01779	0.06258	0.01159	0.0013	0.00671	0.02015	0.01153	0.16303	0.00477	0.02409	0.00401	0.01807	0.05516	0.0	0.0	0.00019	0.01074	0.0	0.0	0.05583	0.09937	0.02747	0.02976	0.00455	0.02532	0.0025	0.0	0.00537	0.0947	0.04371	0.00856	0.02445	0.12915	0.00722	0.01217	0.00024	0.0	0.00666	0.0	0.00253	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.00101	0.01684	0.00125	0.00172	0.0	0.00434	0.00374	0.0	0.02691	0.00088	0.0	0.0032	0.0	0.0318	0.00241	0.06229	0.23213	0.0	0.02057	0.0	0.0	0.0	0.0	0.00966	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB13253|s__GGB13253_SGB20482	0.00225	0.0	0.06758	0.00156	0.06246	0.0	0.0	0.0	0.05996	0.00303	0.0	0.0	0.008	0.01656	0.00481	0.24167	0.00677	0.0	0.0	0.04717	0.00313	0.24209	0.03828	0.19125	0.0	0.0	0.40337	0.03081	0.0	0.0	0.0	0.01264	0.0	0.0	0.00286	0.0	0.0	0.00676	0.0	0.00021	0.0	0.0	0.00649	0.0	0.0	0.0	0.0	0.0	0.02222	0.0	0.0	0.0	0.00277	0.00167	0.0	0.01108	0.03751	0.0	0.0	0.0	0.01484	0.01349	0.05075	0.01496	0.07621	0.00166	0.0	0.0	0.01405	0.0	0.04921	0.0	0.03357	0.05256	0.0016	0.20137	0.0661	0.00695	0.01982	0.0	0.00805	0.01611	0.0	0.11512	0.03004	0.0	0.05051	0.0	0.05901	0.0048	0.16956	0.00189	0.10291	0.01062	0.03994	0.00879	0.0	0.00906	0.0097	0.01823	0.149	0.18295	0.04924	0.00704	0.0	0.03109	0.00137	0.01204	0.0	0.0	0.08815	0.04028	0.0	0.01685	0.0	0.00059	0.07177	0.0	0.00291	0.0	0.0	0.01032	0.0	0.0	0.0	0.0	0.0	0.01072	0.07347	0.0	0.05122	0.0	0.0	0.0	0.0	0.0	0.00832	0.00337	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9632|s__GGB9632_SGB15089	0.00207	0.01606	0.02744	0.00571	0.12285	0.08709	0.00244	0.18008	0.10433	0.33581	0.03519	0.11806	0.22927	0.19753	0.03958	0.1233	0.04493	0.02083	0.02611	0.03377	0.03349	0.24446	0.27724	0.04617	0.00087	0.35434	0.2099	0.03082	0.17421	0.12357	0.06858	0.06035	0.79354	0.0	0.35811	0.0634	0.05641	0.16618	0.05545	0.07139	0.20739	0.23419	0.00985	0.01219	0.07515	0.10448	0.26751	0.0	0.0	0.07065	0.10395	0.77151	0.15681	0.02703	0.06382	0.03241	0.07983	0.04195	0.11249	0.0	0.05852	0.03928	0.00274	0.03537	0.06896	0.01041	0.04599	0.05096	0.0843	0.16342	0.09172	0.01316	0.05088	0.10044	0.03545	0.24642	0.00231	0.13758	0.00156	0.07166	0.1124	0.09985	0.0	0.38787	0.34119	0.0383	0.03072	0.40283	0.04646	0.14946	0.03047	0.19174	0.02521	0.12202	0.0	0.0	0.25843	0.08467	0.10589	0.08128	0.00287	0.3934	0.09525	0.17203	0.084	0.24285	0.11773	0.02066	0.0	0.08744	0.08964	0.01077	0.02831	0.13483	0.35879	0.05819	0.18679	0.1715	0.05546	0.04958	0.81956	0.055	0.35717	0.0913	0.20455	0.12214	0.04995	0.35841	0.01977	0.36843	0.01971	0.28648	2.28177	0.85105	0.00967	0.13692	0.19385	0.26937	0.22132	0.11226
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_butyricigenes	0.00205	0.0	0.00182	0.00936	0.00081	0.00116	0.0	0.0023	0.0	0.0	0.00105	0.0	0.00084	0.0	0.00269	0.0	0.0	0.0	0.00655	0.0	0.00136	0.0	0.00367	0.0	0.00511	0.00557	0.00166	0.00232	0.0	0.0	0.01712	0.0	0.00787	0.0	0.0025	0.0	0.01631	0.0	0.01	0.0	0.00654	0.02759	0.0	0.01595	0.01368	0.0	0.0102	0.0	0.0	0.00366	0.00837	0.0	0.00324	0.00162	0.00415	0.001	0.00019	6e-05	0.01567	0.0	0.00298	0.0	0.00049	0.0	0.01165	0.00153	0.00082	0.0	0.00048	0.0	0.00112	0.0	0.0	0.00053	0.0	0.00503	0.0	0.00203	0.00067	0.00237	0.0	0.00485	0.00164	0.0	0.00174	0.0	0.0	0.0	0.0	0.00243	0.0	0.00508	0.0	0.0	0.0	0.0	0.00621	0.00117	0.0	0.0	0.0	0.0	0.00013	0.0	0.02609	0.00516	0.0004	0.0	0.00938	0.00126	0.00144	0.00297	0.0	0.00421	0.00395	0.0	0.0	0.0	0.0	0.00367	0.00365	0.00074	0.00357	0.00465	0.0	0.0	0.0	0.00192	0.00056	0.0	0.0	0.0	0.00588	0.0	0.0	0.00319	0.00028	0.00018	0.00304	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_xerosis	0.00203	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01192	0.0	0.0	0.01606	0.0	0.0	0.0	0.0	0.0	0.0	0.00218	0.0	0.02274	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.00341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.0	0.01359	0.0	0.0	0.00028	0.0	0.0	0.0	0.0	0.0077	0.28931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.01053	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	0.00189	0.76521	9.76429	43.13701	0.57762	1.10487	1.13748	0.74966	2.35345	0.0034	0.06423	2.70159	0.21442	0.36539	0.01265	0.61301	0.07242	0.19843	3.13768	0.71207	1.80554	21.71402	0.01389	2.60444	1.39311	1.30186	0.06977	8.71147	10.23274	1.65186	8.42706	0.0	2.4573	0.0	15.71945	0.12337	0.01079	0.0	0.0	0.31728	0.011	7.89622	7.94143	6.18163	0.0	0.0	14.87568	3.47793	0.05133	12.78055	2.83212	0.01103	0.85569	29.72714	8.77128	22.00302	13.76722	0.00704	0.02645	1.56009	0.43778	0.24163	0.22306	6.31266	0.34961	0.46714	2.94322	0.18297	0.60399	0.98995	1.43346	0.00707	0.0	9.36372	0.05846	1.03719	0.16182	5.82993	2.17184	1.20537	7.58601	13.74472	0.0	0.04535	3.25659	0.22476	0.01036	1.29156	0.98785	1.57607	0.17852	0.0	0.12083	3.08364	0.636	1.15234	16.90824	0.0	4.41135	0.00816	0.51595	4.70489	0.46895	3.69498	12.3717	0.0716	0.0	2.03551	8.23927	0.24232	0.0	1.29976	0.71798	0.17012	4.30247	0.03259	2.4941	0.01024	1.29763	0.41545	0.0	3.11809	0.05278	0.0	0.00801	3.98798	13.85434	0.00386	0.37447	0.43323	0.0	0.0	0.01033	0.00422	0.26965	0.01279	1.21983	6.04884	6.61137	7.98807
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB13967	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04242	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00435	0.0	0.0	0.0	0.0	0.00235	0.00131	0.0	0.0	0.0	0.0	0.00451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00513	0.00116	0.0	0.0	0.03272	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067	0.0	0.0	0.0	0.00253	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	0.00159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00352	0.0	0.0	0.0	0.00506	0.0	0.0	0.0	0.0	0.0046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00378	0.0	0.0	0.0	0.00648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.00778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01448	0.0	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0168	0.00452	0.0	0.00127	0.00255	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0149	0.0	0.0	0.05025	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9522|s__GGB9522_SGB14921	0.00151	0.0	0.01374	0.02346	0.01395	0.01903	0.01921	0.03725	0.00514	0.01195	0.01994	0.00403	0.01477	0.03685	0.01185	0.00831	0.00267	0.00015	0.0	0.00987	0.00955	0.02011	0.02318	0.01703	0.0	0.02876	0.02398	0.01452	0.03677	0.00935	0.00848	0.00563	0.0432	0.0	0.0175	0.00558	0.01053	0.00223	0.04213	0.00181	0.01184	0.00261	0.003	0.01025	0.01706	0.02709	0.01546	0.0	0.01542	0.00671	0.03175	0.02213	0.01471	0.01243	0.01533	0.00888	0.00632	0.01052	0.0	0.0	0.00401	0.00348	0.01914	0.02434	0.01743	0.00499	0.00453	0.01158	0.0157	0.00898	0.02889	0.00109	0.01034	0.02079	0.00206	0.0156	6e-05	0.00757	0.01897	0.01339	0.01023	0.00182	0.0156	0.01387	0.01345	0.00148	0.01013	0.00987	0.00955	0.00504	0.02283	0.01417	0.00222	0.01516	0.00092	0.00193	0.03699	0.00635	0.0	0.00649	0.00599	0.01362	0.00507	0.00107	0.0	0.00024	0.00217	0.00329	0.01186	0.00069	0.02012	0.0053	0.01448	0.00733	0.06225	0.00719	0.02017	0.00954	0.01224	0.00558	0.02458	0.00202	0.01169	0.0134	0.01327	0.01277	0.00431	0.00342	0.00799	0.04915	0.01445	0.05545	0.01815	0.01278	0.02042	0.01491	0.10246	0.04712	0.01408	0.0087
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_unclassified_SGB6487	0.00137	0.0	0.0	0.76763	0.0	0.0	0.0017	0.0	0.17952	0.51616	0.0	0.0	0.0	0.18013	0.0	0.02473	0.0	0.0	0.0	0.0	0.0	0.0	0.41841	0.57179	0.0	0.0	0.0	0.0	0.01236	0.0	0.0	0.03907	0.0	0.0	0.0	0.01104	0.0	0.0	0.0	0.11653	0.31566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40544	0.0	0.0	0.14165	0.0	0.0432	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.03353	0.0	0.0	0.0	0.0	0.0	0.02921	0.0	0.00811	0.0	0.0	0.03619	0.0	0.0	0.0	0.23221	0.00947	0.0	0.0	0.06935	0.0	0.0	0.0	0.0	0.0	0.0	0.44536	0.0285	0.0	0.0	0.0	0.00436	0.0	0.21242	1.14539	0.0	0.0	0.0	0.19864	0.00617	0.1048	0.0	0.12871	0.0	0.0	0.37115	0.0	0.12958	0.07915	0.46199	0.0	0.11701	0.0	0.0	0.0	0.15739	0.03358	0.13184	0.0	0.29376	7.01268	0.0	0.0	0.0	0.0	0.5784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03841
